ID,Handle,Command,Title,Body HTML,Vendor,Type,Tags,Tags Command,Created At,Updated At,Status,Published,Published At,Published Scope,Template Suffix,Gift Card,URL,Total Inventory Qty,Row #,Top Row,Category: ID,Category: Name,Category,Custom Collections,Smart Collections,Image Type,Image Src,Image Command,Image Position,Image Width,Image Height,Image Alt Text,Variant Inventory Item ID,Variant ID,Variant Command,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant Position,Variant SKU,Variant Barcode,Variant Image,Variant Weight,Variant Weight Unit,Variant Price,Variant Compare At Price,Variant Taxable,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Shipping Profile,Variant Inventory Qty,Variant Inventory Adjust,Variant Cost,Variant HS Code,Variant Country of Origin,Variant Province of Origin,Inventory Available: 7727 Wetzel Rd,Inventory Available Adjust: 7727 Wetzel Rd,Inventory On Hand: 7727 Wetzel Rd,Inventory On Hand Adjust: 7727 Wetzel Rd,Inventory Committed: 7727 Wetzel Rd,Inventory Reserved: 7727 Wetzel Rd,Inventory Damaged: 7727 Wetzel Rd,Inventory Damaged Adjust: 7727 Wetzel Rd,Inventory Safety Stock: 7727 Wetzel Rd,Inventory Safety Stock Adjust: 7727 Wetzel Rd,Inventory Quality Control: 7727 Wetzel Rd,Inventory Quality Control Adjust: 7727 Wetzel Rd,Inventory Incoming: 7727 Wetzel Rd,Metafield: title_tag [string],Metafield: description_tag [string],Metafield: mm-google-shopping.custom_product [boolean],Metafield: shopify.color-pattern [list.metaobject_reference],Metafield: shopify.light-source [list.metaobject_reference],Metafield: shopify.lighting-features [list.metaobject_reference],Metafield: title_tag [single_line_text_field],Metafield: description_tag [single_line_text_field],Metafield: mm-google-shopping.google_product_category [single_line_text_field],Metafield: mm-google-shopping.condition [single_line_text_field],Variant Metafield: mm-google-shopping.custom_label_4 [single_line_text_field],Variant Metafield: mm-google-shopping.custom_label_3 [single_line_text_field],Variant Metafield: mm-google-shopping.custom_label_2 [single_line_text_field],Variant Metafield: mm-google-shopping.custom_label_1 [single_line_text_field],Variant Metafield: mm-google-shopping.custom_label_0 [single_line_text_field],Variant Metafield: mm-google-shopping.size_system [single_line_text_field],Variant Metafield: mm-google-shopping.size_type [single_line_text_field],Variant Metafield: mm-google-shopping.mpn [single_line_text_field],Variant Metafield: mm-google-shopping.gender [single_line_text_field],Variant Metafield: mm-google-shopping.condition [single_line_text_field],Variant Metafield: mm-google-shopping.age_group [single_line_text_field],Metafield: MPN [string]
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""","<h2>Federal Signal Integrity® — Low-Profile Linear LED Lightbar (44"" &amp; 51"")</h2>
<ul>
<li>The Integrity® is Federal Signal's most feature-complete low-profile linear lightbar — packing 28 flash patterns, built-in SignalMaster® directional warning, full flood capability, OBDII-integrated stop/tail/turn, and SpectraLux® multicolor technology into a bar that sits just under 2 inches above the roofline. For departments that want the clean, low-profile look of a linear bar without sacrificing a single operational capability, the Integrity is the answer.</li>
</ul>
<p>Where the Valor earns its performance through its V-shape geometry, the Integrity earns it through sheer feature density — more functions, more flash patterns, and more integration options than any other linear bar in the Federal Signal lineup at this profile height.</p>
<h3>Why departments choose the Integrity</h3>
<ul>
<li>28 flash patterns with full lighting suite including front flood, rear flood, left flood, right flood, takedowns, alley lights, OBDII-integrated stop/tail/turn, and work lights — the most comprehensive integrated function set of any low-profile linear bar in the Federal Signal lineup Federal Signal</li>
<li>SpectraLux® multicolor per module → changes color through user-selected flash patterns between Amber, Blue, Green, Red, and White — in all-white mode provides an impressive flood light to quickly illuminate an emergency scene Federal Signal</li>
<li>Single-, dual-, and tri-color capability → one bar covers standard patrol warning, fire/EMS compliance, traffic direction, and scene flood lighting without additional hardware or separate controllers</li>
<li>Built-in SignalMaster® directional warning → integrated traffic direction arrow-stick without a separate mount, controller, or wiring run</li>
<li>Solaris® LED reflector technology → maximizes LED output, eliminates dark spots, and increases off-axis visibility across the full bar length in both 44"" and 51"" configurations</li>
<li>ROC (Reliable Onboard Circuitry™) → eliminates approximately 85% of connection failure points by replacing wires, connectors, and assemblies with PCB assemblies — the most reliability-focused construction in the Federal Signal low-profile lineup Federal Signal</li>
<li>HotFoot® mounting available → optional system for additional LED alley, takedown, and warning lights, expanding scene lighting without a separate bar</li>
<li>Easy rooftop service — can be serviced while installed on the rooftop without removing the bar from the vehicle Federal Signal</li>
<li>FS Convergence Network → plug-and-play RJ45 installation compatible with Four-, Six-, and Nine-Button serial controllers plus Relay Module for up to four auxiliary lighting devices from a single controller</li>
<li>OBDII-integrated stop/tail/turn → integrated S/T/T available, reducing wiring complexity on patrol vehicle builds Federal Signal</li>
<li>Low-power mode → protects vehicle battery and alternator during extended stationary operation</li>
</ul>
<p>LED light head color combinations can be custom-configured to fit your needs Federal Signal</p>
<p>CCR Title 13 certified, IP65 rated</p>
<ul>
<li>Five-year manufacturer warranty</li>
</ul>
<h3>Technical Specs</h3>
<ul>
<li>Available Lengths44 in (43.7 in / 111.0 cm) and 51 in (51.3 in / 130.3 cm)Width9.7 in (24.6 cm)Height1.96 in (5.0 cm)Ship Weight34.7 lb (44"") / 40.1 lb (51"")Input Voltage12 VDCOperating Current11A @ 12V (44"") / 13A @ 12V (51"") — up to 15A with HotFootFlash Patterns28Operating Temp-40°F to +147°F (-40°C to +64°C)LED ColorsRed, Blue, White (tri-color); Red/White, Blue/White (dual-color)Dome ColorsClearWiringSerial (RJ45)MountingHook or Low HookCertificationsCCR Title 13, IP65WarrantyFive years</li>
</ul>
<h3>Available SKUs</h3>
<p>SKULengthColor ConfigMountTypeINTG44J-P1BL44""Red/Blue/WhiteLow HookLE Tri-ColorINTG44J-P2BL44""Blue/WhiteLow HookDual-ColorINTG44J-PF3L44""Red/Blue/WhiteLow HookLE Tri-ColorINTG44J-F2H44""Red/WhiteHookDual-ColorINTG51J-P1BL51""Red/Blue/WhiteLow HookLE Tri-ColorINTG51J-P2BL51""Blue/WhiteLow HookDual-ColorINTG51J-PF3L51""Red/Blue/WhiteLow HookLE Tri-ColorINTG51J-F2H51""Red/WhiteHookDual-Color</p>
<p>Custom color configurations available — contact us or log into your department account to spec a custom build.</p>
<p>Integrity vs. Valor — which bar is right for your fleet?</p>
<p>Both are low-profile, under 2"" tall, and available in 44"" and 51"" lengths. The difference is geometry and function density. The Valor's V-shape delivers superior 360-degree and intersection-angle output through its non-linear design. The Integrity is narrower (9.7"" vs. 19.8"" wide), has one more flash pattern, adds OBDII-integrated S/T/T, and offers more controller expansion options. For departments prioritizing roofline width and intersection geometry, Valor. For departments prioritizing function count, controller integration, and a narrower footprint, Integrity.</p>
<p>Not sure which bar fits your fleet? Create a department account or contact us — we'll help you match the right bar to your vehicles and operational requirements.</p>
<h3>Ordering from TFR Supply</h3>
<p>TFR Supply is an authorized Federal Signal dealer serving Texas law enforcement, fire, and EMS agencies. Every order ships direct to your location — no middleman, no inventory delays. Government and department accounts receive tax-exempt checkout and agency pricing. Need installation? Our sister company Texas First Response Services provides professional upfit services across Texas. Create a department account or reach out directly to get started.</p>",Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,1,1,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar-Fire-menu.png?v=1781535531,MERGE,1,768,768,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131399791,53203493617775,MERGE,Model,INTG44J-P1BL,Length,"44""",Color,Red-Blue-White,1,INTG44J-P1BL,,,0,lb,4410,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,0,"shopify--color-pattern.red, shopify--color-pattern.white, shopify--color-pattern.blue, shopify--color-pattern.amber, shopify--color-pattern.green",shopify--light-source.led,,"Integrity Light Bar 44"" | Federal Signal LED Light Bar | TFRSupply","Shop the Federal Signal Integrity Light Bar 44"" at TFRSupply. Authorized distributor.",Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,new,,,,,,,,,,,,INTG44J-P1BL
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,2,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_hero_-900x600_jpg.webp?v=1780431361,MERGE,2,900,600,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131432559,53203493650543,MERGE,Model,INTG44J-P2BL,Length,"44""",Color,Blue-White,2,INTG44J-P2BL,,,0,lb,4410,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,3,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_ROC_-576x576_jpg.webp?v=1780431473,MERGE,3,576,576,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131465327,53203493683311,MERGE,Model,INTG44J-PF3L,Length,"44""",Color,Red-Blue-White,3,INTG44J-PF3L,,,0,lb,5040,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,4,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_fullflood-576x576_jpg.webp?v=1780431473,MERGE,4,576,576,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131498095,53203493716079,MERGE,Model,INTG44J-F2H,Length,"44""",Color,Red-White,4,INTG44J-F2H,,,0,lb,4852,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,5,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_hero_-900x600_jpg_acfc843e-1105-4217-9a71-6e139ff1b93b.webp?v=1780431473,MERGE,5,900,600,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131530863,53203493748847,MERGE,Model,INTG51J-P1BL,Length,"51""",Color,Red-Blue-White,5,INTG51J-P1BL,,,0,lb,4797,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,6,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_redblue-576x576_jpg.webp?v=1780431473,MERGE,6,576,576,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131563631,53203493781615,MERGE,Model,INTG51J-P2BL,Length,"51""",Color,Blue-White,6,INTG51J-P2BL,,,0,lb,4797,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,7,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_signalmaster-576x576_jpg.webp?v=1780431473,MERGE,7,576,576,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131596399,53203493814383,MERGE,Model,INTG51J-PF3L,Length,"51""",Color,Red-Blue-White,7,INTG51J-PF3L,,,0,lb,5584,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,8,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_service-576x576_jpg.webp?v=1780431473,MERGE,8,576,576,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",54400131629167,53203493847151,MERGE,Model,INTG51J-F2H,Length,"51""",Color,Red-White,8,INTG51J-F2H,,,0,lb,5270,,1,,continue,manual,1,General profile,,,,,,,Stocked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,9,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_police-576x576_jpg.webp?v=1780431473,MERGE,9,576,576,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15029336113263,integrity-light-bar-44,MERGE,"Integrity® Light Bar - 44""",,Federal Signal,Emergency Vehicle Light Bars,"Application_Fire EMS, Application_Law Enforcement, Brand_Federal Signal, Category_Emergency Vehicle Equipment, Category_Light Bar, Family_Integrity, Length_44, Product_Light Bar, Technology_LED, Use_Fleet Upfitting, Use_Law Enforcement, Use_Public Safety",REPLACE,2026-06-02 11:12:45 -0500,2026-06-16 00:11:47 -0500,Active,1,2026-06-02 11:12:45 -0500,global,,0,https://tfrsupply.com/products/integrity-light-bar-44,0,10,,vp-1-4-12-3,Light Bars,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting > Light Bars,frontpage,,IMAGE,https://cdn.shopify.com/s/files/1/0725/9330/9807/files/integrity-light-bar_Fire_-576x576_jpg.webp?v=1780431553,MERGE,10,576,576,"Integrity® Light Bar - 44"" product image for TFR Supply emergency vehicle upfitting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
